序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
12,301230,泓博医药,41.24,19.99,6.87,265231.0,1017607071.98,18.18,41.24,34.99,35.5,34.37,4.16,21.11,124.24,5.69,5756551590.0,5180396829.0,0.0,0.0,23.73,38.06
13,300418,昆仑万维,54.02,19.99,9.0,2053249.0,10288712967.35,20.57,54.02,44.76,44.76,45.02,2.36,16.37,-76.45,4.83,67814382601.0,67767587776.0,0.0,0.0,25.72,29.54
14,688221,前沿生物-U,28.15,19.99,4.69,305282.0,785764140.0,21.7,28.15,23.06,23.47,23.46,1.31,8.15,-49.49,10.74,10544389082.0,10544389082.0,0.0,0.0,90.2,55.96
15,300578,会畅科技,24.85,19.99,4.14,535983.0,1254744013.97,20.86,24.85,20.53,20.62,20.71,6.02,27.04,363.86,4.14,4927003039.0,4925670458.0,0.0,0.0,34.69,20.63
16,300536,农尚环境,9.49,19.97,1.58,576198.0,527886940.86,18.96,9.49,7.99,8.08,7.91,4.98,19.65,-27.29,6.22,2783304382.0,2783102606.0,0.32,0.85,5.33,30.9
17,300044,ST赛为,5.17,19.95,0.86,1465887.0,718455525.28,14.85,5.17,4.53,4.79,4.31,4.71,20.49,-55.17,54.91,3949203909.0,3698505310.0,0.0,0.0,20.23,29.57
18,688393,安必平,33.04,19.71,5.44,157007.0,491407372.0,15.04,33.12,28.97,28.99,27.6,4.01,16.78,-215.34,2.52,3091476775.0,3091476775.0,-0.06,-0.24,24.73,39.47
19,688270,臻镭科技,180.88,19.0,28.88,361895.0,6128418180.0,16.05,182.4,158.0,159.0,152.0,1.12,16.91,279.88,17.41,38717653408.0,38717653408.0,-0.07,-0.14,164.1,48.18
20,688281,华秦科技,92.63,18.92,14.74,98657.0,885535314.0,18.58,93.47,79.0,79.84,77.89,3.38,3.62,77.93,5.42,25248221625.0,25248221625.0,0.0,-0.26,27.68,25.51
21,301231,荣信文化,39.76,18.23,6.13,188023.0,696733610.59,21.89,40.36,33.0,33.7,33.63,2.19,34.88,-493.99,3.99,3355744000.0,2143034180.0,0.0,-0.05,67.76,27.93
22,688543,国科军工,74.7,18.01,11.4,319246.0,2293048107.0,17.69,75.96,64.76,64.76,63.3,2.52,27.53,81.84,6.79,15600499492.0,8662363492.0,0.0,-1.4,48.01,20.35
23,301079,邵阳液压,58.45,17.84,8.85,407885.0,2381642803.73,9.17,59.52,54.97,57.0,49.6,1.86,58.67,1938.95,13.46,6367089077.0,4063747882.0,-1.43,-1.7,102.74,84.91
24,688091,上海谊众,60.84,17.29,8.97,119433.0,688367799.0,17.89,61.58,52.3,52.3,51.87,3.38,5.78,186.18,8.61,12575849458.0,12575849458.0,-0.05,-0.11,5.63,29.45
25,688658,悦康药业,31.79,17.13,4.65,200401.0,586149735.0,19.49,32.12,26.83,27.45,27.14,1.61,4.45,-72.5,4.17,14305500000.0,14305500000.0,-0.44,-0.66,45.03,40.6
26,300553,集智股份,46.36,16.25,6.48,182415.0,829802778.49,19.06,47.86,40.26,40.3,39.88,4.61,21.65,121.48,6.05,5146972549.0,3906081364.0,0.37,0.46,19.76,14.78
27,688031,星环科技-U,162.0,15.86,22.18,146150.0,2220540202.0,21.17,167.6,138.0,147.0,139.82,1.12,15.55,-69.03,21.94,19624018392.0,15223552128.0,0.03,-0.54,208.28,49.74
28,300442,润泽科技,69.2,15.7,9.39,1139069.0,7659687273.3,15.98,71.77,62.21,62.21,59.81,1.79,7.0,18.03,8.35,113096575252.0,112683481561.0,0.2,0.04,43.75,31.06
29,688258,卓易信息,109.9,15.56,14.8,105160.0,1058768914.0,16.72,109.9,94.0,94.78,95.1,1.28,8.68,223.88,15.21,13313531846.0,13313531846.0,1.45,2.79,67.63,43.53
30,688196,卓越新能,72.85,15.42,9.73,57474.0,421667858.0,13.88,75.74,66.98,66.98,63.12,3.79,4.79,41.52,2.9,9265849416.0,8742000000.0,-0.01,-0.7,59.76,23.68
31,300762,上海瀚讯,51.0,15.23,6.74,1625059.0,7893886943.23,20.99,53.11,43.82,45.07,44.26,1.35,25.88,-498.77,13.71,32026254372.0,32026254372.0,0.63,-0.33,102.22,22.36
32,688011,新光光电,70.5,15.2,9.3,92543.0,607013274.0,19.2,70.75,59.0,62.5,61.2,1.49,9.25,-226.94,6.59,7050000000.0,7050000000.0,-0.25,-0.13,76.21,10.43
33,300285,国瓷材料,33.88,14.93,4.4,809236.0,2581772719.23,16.79,34.56,29.61,29.61,29.48,1.95,9.62,51.76,4.82,33779996370.0,28504763416.0,0.33,0.09,48.73,23.6
34,301280,珠城科技,57.3,14.19,7.12,83657.0,453665069.05,15.9,57.98,50.0,50.2,50.18,2.57,20.85,36.49,4.2,7837502022.0,2299313772.0,-0.07,-0.17,9.23,7.59
35,300433,蓝思科技,38.69,14.13,4.79,3066678.0,11443175120.92,19.62,40.05,33.4,33.7,33.9,1.68,6.17,53.94,3.8,204450634496.0,192361690692.0,0.23,0.39,31.87,27.82
36,300058,蓝色光标,17.18,14.08,2.12,11371572.0,18480838178.49,17.66,17.44,14.78,14.79,15.06,1.01,32.68,236.4,7.77,61680000680.0,59786911242.0,0.53,-0.12,170.98,49.13
37,300253,卫宁健康,10.81,13.79,1.31,3312103.0,3527959334.85,10.11,10.97,10.01,10.01,9.5,2.95,18.16,-74.41,4.24,23949866717.0,19717229367.0,0.0,0.0,20.51,22.56
38,688809,强一股份,367.0,13.62,44.0,95148.0,3222934481.0,26.25,386.0,301.2,310.2,323.0,1.01,39.07,142.77,12.18,47548263100.0,8937554303.0,0.49,0.27,331.31,42.91
39,300807,天迈科技,61.5,13.57,7.35,78309.0,460241586.75,20.0,64.64,53.81,54.15,54.15,1.71,15.08,-204.44,8.9,4184434601.0,3194401574.0,0.47,0.33,59.33,11.43
40,688003,天准科技,68.8,13.36,8.11,129369.0,850177526.0,14.65,69.33,60.44,60.44,60.69,2.13,6.66,-661.01,7.15,13369250400.0,13369250400.0,0.07,0.15,30.23,16.81
41,688691,灿芯股份,130.3,13.35,15.35,150167.0,1870371153.0,22.62,137.0,111.0,114.0,114.95,1.83,21.01,-124.1,12.47,15636000000.0,9311890803.0,-0.27,0.15,-9.18,27.77
42,301213,观想科技,94.95,13.04,10.95,109095.0,963256764.37,21.43,97.0,79.0,82.5,84.0,2.93,21.1,7466.19,9.68,7595999905.0,4909964103.0,0.0,-0.06,77.11,37.51
43,688375,国博电子,129.99,12.91,14.86,167851.0,2090294180.0,18.92,137.38,115.6,116.53,115.13,1.5,2.82,235.14,12.5,77475976851.0,77475976851.0,-0.01,0.03,72.86,39.61
44,688392,骄成超声,144.48,12.88,16.48,70643.0,973736799.0,18.68,149.0,125.09,125.1,128.0,2.03,6.1,133.38,9.29,16721155853.0,16721155853.0,0.19,-0.56,40.46,28.77
45,300830,金现代,12.1,12.87,1.38,804717.0,966201457.15,21.74,12.86,10.53,10.53,10.72,5.44,23.87,-111.35,4.0,5464853039.0,4078725741.0,0.08,0.17,11.32,18.86
46,301136,招标股份,23.13,12.83,2.63,534599.0,1169683774.45,17.17,23.88,20.36,20.51,20.5,2.4,19.43,664.67,4.37,6365487487.0,6365487487.0,0.04,0.13,103.79,14.17
47,688500,慧辰股份,71.96,12.77,8.15,82822.0,569185947.0,15.55,72.1,62.18,62.18,63.81,2.7,11.3,-94.16,7.61,5418351252.0,5275812884.0,0.11,0.18,3.84,16.52
48,301559,中集环科,18.31,12.68,2.06,219809.0,386605540.93,12.43,18.38,16.36,16.41,16.25,13.71,24.42,82.76,2.41,10986000000.0,1647900000.0,0.16,0.11,7.08,15.23
49,300071,福石控股,7.44,12.56,0.83,2485423.0,1770030536.84,15.43,7.51,6.49,6.51,6.61,1.38,26.29,-100.18,51.12,7171299460.0,7033410443.0,0.27,0.0,74.24,13.94
50,688225,亚信安全,22.94,12.45,2.54,193382.0,432706318.0,15.64,23.69,20.5,20.6,20.4,2.58,4.83,-17.21,5.17,9176229400.0,9176229400.0,0.13,-0.22,10.18,18.25
51,301110,青木科技,84.26,12.3,9.23,99495.0,804323265.09,10.24,84.68,77.0,77.77,75.03,3.06,15.22,73.45,5.35,7797027159.0,5507788284.0,0.07,-0.26,1.65,27.32
52,300785,值得买,52.2,12.14,5.65,411328.0,2060461591.37,18.86,54.58,45.8,46.18,46.55,1.37,33.62,578.89,5.5,10380243685.0,6385849677.0,0.27,-0.04,50.35,19.12
53,688282,理工导航,78.5,12.14,8.5,46090.0,361674520.0,18.11,82.68,70.0,71.5,70.0,1.4,5.24,-2424.93,5.4,6908000000.0,6908000000.0,-0.03,-0.18,29.11,23.62
54,688365,光云科技,20.4,11.9,2.17,396671.0,772579283.0,14.48,20.5,17.86,17.98,18.23,1.26,9.32,-433.42,9.17,8686823554.0,8686823554.0,0.25,0.1,38.59,20.92
55,301127,武汉天源,19.27,11.84,2.04,520488.0,959069036.35,9.87,19.27,17.57,18.01,17.23,3.69,7.83,70.8,4.01,12989239005.0,12816307251.0,0.36,0.36,44.13,26.86
56,688710,益诺思,63.59,11.5,6.56,46740.0,275664135.0,19.2,65.65,54.7,56.99,57.03,1.45,5.15,-454.67,3.84,8964893718.0,5767229171.0,0.0,0.41,49.27,44.03
57,688122,西部超导,92.95,11.32,9.45,588982.0,5307011954.0,13.05,94.9,84.0,84.0,83.5,1.76,9.07,69.71,8.73,60386314996.0,60386314996.0,0.0,0.92,25.69,24.63
58,300634,彩讯股份,29.54,11.26,2.99,586669.0,1659751810.86,12.62,29.55,26.2,26.4,26.55,3.14,13.5,50.91,4.57,13328769986.0,12837301190.0,0.2,0.1,14.23,17.08
59,688246,嘉和美康,28.67,11.17,2.88,192402.0,565860373.0,13.77,30.95,27.4,27.48,25.79,3.41,13.98,-17.04,2.85,3944579095.0,3944579095.0,0.07,0.14,3.13,23.31
60,688443,智翔金泰-U,32.44,11.17,3.26,115926.0,363946628.0,9.29,32.77,30.06,30.06,29.18,3.84,9.94,-26.82,6.65,11895099200.0,3785099200.0,0.03,0.03,10.23,19.09
61,300774,倍杰特,24.76,11.13,2.48,304920.0,716701922.36,14.23,25.0,21.83,22.0,22.28,1.13,15.65,71.67,6.71,10120988222.0,4825239967.0,0.41,0.16,62.68,30.32
62,688133,泰坦科技,25.64,10.9,2.52,121662.0,297940898.0,11.72,25.98,23.27,23.55,23.12,6.03,7.4,283.15,1.51,4216164090.0,4216164090.0,0.31,1.06,5.91,15.81
63,300781,因赛集团,41.17,10.76,4.0,243096.0,962428226.1,14.21,41.89,36.61,36.61,37.17,2.1,20.06,185.14,10.12,6759098748.0,4988446996.0,0.1,0.02,7.05,18.37
64,301117,佳缘科技,59.25,10.62,5.69,300911.0,1739532744.52,17.53,63.27,53.88,54.06,53.56,1.72,37.87,-600.08,5.86,7653240735.0,4707405805.0,1.14,0.56,61.89,11.27
65,688167,炬光科技,204.17,10.54,19.47,62165.0,1214904841.0,16.11,209.9,180.15,183.0,184.7,1.19,6.92,6125.61,8.35,18346619015.0,18346619015.0,-0.08,-0.11,38.14,16.62
66,300592,华凯易佰,12.15,10.45,1.15,380665.0,447800354.4,14.18,12.51,10.95,10.97,11.0,3.67,10.91,74.58,2.13,4912991848.0,4238940284.0,0.08,0.08,12.71,11.88
67,688586,江航装备,15.52,10.38,1.46,473987.0,715891475.0,16.36,16.25,13.95,14.0,14.06,2.01,5.99,217.28,4.98,12281583701.0,12281583701.0,0.13,0.13,36.62,19.02
68,300738,奥飞数据,22.85,10.33,2.14,1580411.0,3574012936.8,12.17,23.65,21.13,21.2,20.71,2.92,16.05,116.08,6.41,22511339807.0,22504965480.0,0.04,0.09,13.79,23.58
69,688114,华大智造,75.0,10.21,6.95,112680.0,819427778.0,10.74,75.3,67.99,68.05,68.05,2.37,2.72,-196.0,4.04,31238711625.0,31075104750.0,-0.13,-0.11,9.38,23.44
70,600807,济高发展,3.47,10.16,0.32,877936.0,293401448.0,10.79,3.47,3.13,3.15,3.15,2.78,11.16,-28.06,69.97,3069682517.0,2730954070.0,0.0,0.0,11.94,12.66
71,600477,杭萧钢构,3.6,10.09,0.33,269599.0,97055586.0,0.0,3.6,3.6,3.6,3.27,0.2,1.14,42.98,1.68,8528278140.0,8528278140.0,0.0,0.0,29.5,21.21
72,600858,银座股份,6.99,10.08,0.64,666925.0,446725840.0,11.02,6.99,6.29,6.29,6.35,1.52,12.89,30.94,1.34,3635265457.0,3617660723.0,0.0,0.0,23.72,11.84
73,600828,茂业商业,6.99,10.08,0.64,821423.0,549534971.0,11.97,6.99,6.23,6.25,6.35,1.09,4.74,217.58,1.72,12106557997.0,12102207665.0,0.0,0.0,73.02,19.69
74,600748,上实发展,6.55,10.08,0.6,722443.0,458498129.0,11.09,6.55,5.89,5.9,5.95,1.19,3.92,-14.87,1.16,12081886943.0,12081886943.0,0.0,0.0,24.76,20.85
75,002044,美年健康,6.13,10.05,0.56,1692871.0,1024520841.95,6.64,6.13,5.76,5.77,5.57,0.69,4.37,347.01,3.03,23994376548.0,23749015354.0,0.0,0.0,12.89,16.1
76,600973,宝胜股份,8.76,10.05,0.8,2486291.0,2098347259.0,11.81,8.76,7.82,7.82,7.96,1.28,18.13,151.45,3.36,12013168332.0,12013168332.0,0.0,0.0,55.6,20.0
77,300540,蜀道装备,22.56,10.05,2.06,198580.0,446485009.94,12.68,23.52,20.92,20.92,20.5,1.97,9.61,199.89,4.69,5178853522.0,4663765722.0,0.22,0.18,12.86,12.8
78,600676,交运股份,6.79,10.05,0.62,467644.0,313600771.0,10.05,6.79,6.17,6.2,6.17,2.86,4.55,-181.98,1.36,6983467090.0,6983467090.0,0.0,0.0,1.8,15.48
79,002181,粤 传 媒,10.08,10.04,0.92,731731.0,706631260.01,10.7,10.08,9.1,9.15,9.16,1.43,6.45,75.48,2.75,11703466394.0,11435963424.0,0.0,0.0,22.33,16.94
80,000917,电广传媒,12.06,10.04,1.1,2569225.0,3050026551.31,4.84,12.06,11.53,11.61,10.96,1.61,18.13,97.05,1.64,17095729436.0,17094559918.0,0.0,0.0,45.3,17.32
81,002795,永和智控,7.45,10.04,0.68,504346.0,360830356.99,8.57,7.45,6.87,7.03,6.77,1.14,11.61,-40.82,7.18,3290571331.0,3236495655.0,0.0,0.0,47.52,18.25
82,002029,七 匹 狼,14.04,10.03,1.28,641031.0,841976261.38,12.54,14.04,12.44,12.76,12.76,1.15,9.63,18.43,1.45,9898530459.0,9342299664.0,0.0,0.0,57.05,27.29
83,002131,利欧股份,7.46,10.03,0.68,7007722.0,5151393427.55,9.59,7.46,6.81,6.81,6.78,0.41,11.98,64.34,3.83,50517469124.0,43638939861.0,0.0,0.0,34.9,32.27
84,002849,威星智能,17.55,10.03,1.6,107955.0,187429903.5,8.15,17.55,16.25,16.25,15.95,1.07,5.58,40.56,2.83,3872126981.0,3397106466.0,0.0,0.0,20.95,10.38
85,600986,浙文互联,9.76,10.03,0.89,2379088.0,2258318080.0,11.84,9.76,8.71,8.8,8.87,2.67,16.0,85.98,2.78,14516770845.0,14516770845.0,0.0,0.0,21.09,24.81
86,600880,博瑞传播,6.47,10.03,0.59,1328305.0,844323933.0,7.99,6.47,6.0,6.0,5.88,1.24,12.15,676.12,2.33,7073858635.0,7071905232.0,0.0,0.0,34.23,30.97
87,603015,弘讯科技,17.11,10.03,1.56,560888.0,952578116.0,5.66,17.11,16.23,17.11,15.55,4.37,13.88,161.85,4.96,6916187090.0,6916187090.0,0.0,0.0,36.66,36.33
88,600759,洲际油气,3.51,10.03,0.32,7978052.0,2728618395.0,8.15,3.51,3.25,3.35,3.19,1.3,19.25,131.47,1.66,14563022573.0,14544337088.0,0.0,0.0,50.64,12.5
89,603100,川仪股份,26.9,10.02,2.45,332428.0,877714420.0,9.37,26.9,24.61,24.69,24.45,4.03,6.5,22.43,2.96,13804358434.0,13760403565.0,0.04,0.0,12.46,16.96
90,002519,银河电子,10.43,10.02,0.95,754756.0,782968371.45,3.9,10.43,10.06,10.43,9.48,0.68,6.75,-219.43,5.11,11748674266.0,11668932358.0,0.0,0.0,122.39,60.96
91,002203,海亮股份,14.05,10.02,1.28,615816.0,843219436.23,10.02,14.05,12.77,12.81,12.77,1.95,2.78,26.12,1.92,32199161600.0,31080584829.0,0.0,0.0,9.51,10.98
92,002342,巨力索具,10.98,10.02,1.0,257689.0,282942522.0,0.0,10.98,10.98,10.98,9.98,0.12,2.7,714.58,4.33,10540800000.0,10482496200.0,0.0,0.0,36.57,19.35
93,002927,泰永长征,23.38,10.02,2.13,297257.0,655879721.37,12.0,23.38,20.83,21.13,21.25,1.59,13.47,117.67,5.04,5218233168.0,5160850512.0,0.0,0.0,46.58,16.43
94,603305,旭升集团,19.1,10.02,1.74,730532.0,1378655639.0,7.72,19.1,17.76,17.8,17.36,0.84,6.32,55.21,2.43,22074033420.0,22074033420.0,0.0,0.0,16.68,18.05
95,002777,久远银海,20.31,10.02,1.85,429029.0,849235458.71,9.1,20.31,18.63,18.66,18.46,5.66,10.61,145.33,5.02,8291172382.0,8215628382.0,0.0,0.0,6.73,13.21
96,002316,亚联发展,5.71,10.02,0.52,574811.0,325400770.82,6.17,5.71,5.39,5.45,5.19,3.73,16.87,290.11,29.34,2244715200.0,1945668225.0,0.0,0.0,7.33,20.72
97,603598,引力传媒,25.93,10.01,2.36,185803.0,472686844.0,8.02,25.93,24.04,24.04,23.57,0.4,6.9,257.48,33.02,6989765997.0,6981986997.0,0.0,0.0,61.86,52.62
98,603017,中衡设计,13.3,10.01,1.21,47820.0,63600986.0,0.0,13.3,13.3,13.3,12.09,0.21,1.73,48.96,2.48,3673330897.0,3673330897.0,0.0,0.0,27.88,20.04
99,002428,云南锗业,38.92,10.01,3.54,1073982.0,4125660799.61,9.89,38.92,35.42,35.42,35.38,1.5,16.45,1050.49,17.47,25419430400.0,25416146525.0,0.0,0.0,37.38,22.58
100,603938,三孚股份,25.28,10.01,2.3,564456.0,1408673742.0,5.66,25.28,23.98,25.28,22.98,4.63,14.75,113.11,3.89,9672747284.0,9672747284.0,0.0,0.0,58.1,32.29
101,603057,紫燕食品,27.25,10.01,2.48,163086.0,419762649.0,11.02,27.25,24.52,24.96,24.77,2.27,3.96,43.54,5.62,11268249688.0,11227000000.0,0.0,1.0,40.32,33.97
102,000503,国新健康,10.55,10.01,0.96,284377.0,296946659.45,10.22,10.55,9.57,9.59,9.59,1.78,2.9,-55.97,8.15,10331113580.0,10330488260.0,0.0,0.0,4.56,18.81
103,001373,翔腾新材,38.46,10.01,3.5,41596.0,153874525.79,10.81,38.46,34.68,35.1,34.96,1.32,12.55,-108.41,3.04,2641697712.0,1274246413.0,0.0,0.0,27.9,19.14
104,688143,长盈通,58.7,10.01,5.34,144985.0,810477306.0,13.64,59.28,52.0,53.16,53.36,1.55,11.85,184.16,5.58,7559433077.0,7183378806.0,0.0,0.0,38.48,16.91
105,600879,航天电子,28.69,10.01,2.61,6385935.0,17983453172.0,6.06,28.69,27.11,27.5,26.08,1.08,19.36,339.45,4.56,94656897892.0,94656897892.0,0.0,0.0,143.55,34.57
106,600215,派斯林,8.46,10.01,0.77,734567.0,611791074.0,7.67,8.46,7.87,8.46,7.69,6.91,16.08,-34.27,1.9,3865229165.0,3865229165.0,0.0,0.0,6.28,18.32
107,600962,国投中鲁,22.64,10.01,2.06,101393.0,223444466.0,10.2,22.64,20.54,20.59,20.58,0.86,3.87,156.01,6.3,5936434400.0,5936434400.0,0.0,0.0,2.96,3.24
108,002046,国机精工,46.39,10.01,4.22,404563.0,1854656538.47,6.64,46.39,43.59,43.73,42.17,1.27,7.65,90.51,5.75,24877418476.0,24530420209.0,0.0,0.0,62.32,7.43
109,600513,联环药业,21.11,10.01,1.92,305345.0,619798571.0,10.94,21.11,19.01,19.04,19.19,2.53,10.7,-128.9,4.51,6025981860.0,6025981860.0,0.0,0.0,1.0,15.29
110,600410,华胜天成,21.22,10.01,1.93,2924012.0,5946715700.0,12.13,21.22,18.88,19.03,19.29,1.88,26.67,48.7,4.91,23267617173.0,23267617173.0,0.0,0.0,14.33,18.68
111,002774,快意电梯,14.95,10.01,1.36,102793.0,150429421.0,5.15,14.95,14.25,14.25,13.59,0.43,3.65,72.51,4.2,5033484105.0,4212490428.0,0.0,0.0,54.12,61.1
112,002625,光启技术,55.41,10.01,5.04,757343.0,4122745279.05,10.18,55.41,50.28,50.38,50.37,2.5,3.52,147.79,12.51,119385713433.0,119385187038.0,0.0,0.0,11.96,13.64
113,002115,三维通信,14.72,10.01,1.34,2268563.0,3142442502.46,10.31,14.72,13.34,13.37,13.38,1.3,30.16,3116.67,5.75,11937792407.0,11072318231.0,0.0,0.0,23.49,15.54
114,002931,锋龙股份,51.06,10.0,4.64,9740.0,49732644.24,0.0,51.06,51.06,51.06,46.42,1.59,0.48,388.86,11.74,11156909007.0,10276005140.0,0.0,0.0,233.51,61.07
115,002296,辉煌科技,12.43,10.0,1.13,841603.0,1033347916.03,9.12,12.43,11.4,11.59,11.3,4.82,24.22,22.34,2.02,4842484621.0,4318373969.0,0.0,0.0,11.48,10.98
116,001400,江顺科技,113.59,10.0,10.33,40982.0,444634603.54,12.97,113.59,100.2,103.42,103.26,1.11,27.32,78.1,5.54,6815400000.0,1703850000.0,0.0,0.0,72.79,46.08
117,002173,创新医疗,34.64,10.0,3.15,1776690.0,6066496077.55,5.94,34.64,32.77,33.0,31.49,14.22,42.68,2426.66,8.58,15286089953.0,14420785906.0,0.0,0.0,52.33,61.04
118,002512,达华智能,6.93,10.0,0.63,1427882.0,958131018.69,9.21,6.93,6.35,6.35,6.3,1.17,13.05,-56.39,19.85,7709601660.0,7584550849.0,0.0,0.0,87.8,11.24
119,002431,棕榈股份,2.75,10.0,0.25,332594.0,91463336.25,0.0,2.75,2.75,2.75,2.5,0.71,1.85,-7.22,4.35,4956613104.0,4956613104.0,0.0,0.0,13.64,15.06
120,600549,厦门钨业,48.19,10.0,4.38,700250.0,3308448453.0,10.45,48.19,43.61,43.61,43.81,1.53,4.51,32.2,4.56,76505760955.0,74883982116.0,0.0,0.0,50.83,17.36
121,600776,东方通信,20.35,10.0,1.85,1117748.0,2159425367.0,11.46,20.35,18.23,18.5,18.5,1.08,11.69,52.62,6.76,25559601302.0,19454601302.0,0.0,0.0,61.64,23.33
122,603067,振华股份,35.1,10.0,3.19,350501.0,1217703465.0,6.58,35.1,33.0,33.0,31.91,0.97,4.93,45.68,7.18,24947685723.0,24947685723.0,0.0,0.0,95.0,21.83
123,605288,凯迪股份,107.94,10.0,9.81,22790.0,235116530.0,10.54,107.94,97.6,99.1,98.13,1.45,3.25,199.41,3.44,7628444915.0,7577270561.0,0.0,0.0,26.33,20.2
124,002187,广百股份,8.69,10.0,0.79,772214.0,666060269.46,6.2,8.69,8.2,8.48,7.9,1.01,11.02,-147.37,1.51,6090774361.0,6090774361.0,0.0,0.0,35.36,14.8
125,603882,金域医学,33.66,10.0,3.06,333832.0,1104099979.0,9.35,33.66,30.8,30.9,30.6,4.12,7.26,-146.9,2.28,15593273537.0,15488129862.0,0.0,0.0,16.31,18.69
126,002017,东信和平,25.19,10.0,2.29,586049.0,1449466304.68,10.0,25.19,22.9,23.11,22.9,1.47,10.1,97.53,8.27,14621079788.0,14612363368.0,0.0,0.0,-0.71,12.96
127,000969,安泰科技,25.19,10.0,2.29,1111086.0,2746456564.12,6.94,25.19,23.6,23.6,22.9,1.08,10.75,70.48,4.68,26462583610.0,26040062899.0,0.0,0.0,26.14,19.9
128,603179,新泉股份,85.83,10.0,7.8,324134.0,2629643524.0,12.34,85.83,76.2,78.04,78.03,1.84,6.35,52.75,6.12,43785478676.0,43785478676.0,0.0,0.0,19.21,16.17
129,603171,税友股份,71.06,10.0,6.46,89275.0,603464461.0,11.24,71.06,63.8,64.6,64.6,1.01,2.2,196.1,11.44,28874875700.0,28842543400.0,0.0,0.0,47.73,28.9
130,603334,丰倍生物,49.06,10.0,4.46,100221.0,479907241.0,8.88,49.06,45.1,45.3,44.6,3.44,32.27,45.01,4.22,7040110000.0,1523490990.0,0.0,0.0,100.33,17.37
131,601929,吉视传媒,3.96,10.0,0.36,3862870.0,1466758674.0,10.83,3.96,3.57,3.59,3.6,1.73,11.07,-29.91,2.76,13819561145.0,13819561145.0,0.0,0.0,4.76,15.12
132,002729,好利科技,17.94,9.99,1.63,132963.0,234334661.9,9.14,17.94,16.45,16.45,16.31,1.97,7.58,63.14,5.98,3282480365.0,3147818975.0,0.0,0.0,25.72,12.05
133,002838,道恩股份,27.31,9.99,2.48,123371.0,326760808.21,10.35,27.31,24.74,24.85,24.83,2.05,2.93,75.03,3.63,13065060359.0,11487452382.0,0.0,0.0,1.11,13.41
134,603496,恒为科技,32.26,9.99,2.93,469157.0,1451535657.0,11.59,32.26,28.86,29.2,29.33,3.44,14.65,198.58,7.41,10329950179.0,10329950179.0,0.0,0.0,10.22,18.26
135,003007,直真科技,44.91,9.99,4.08,183321.0,752946516.02,14.21,44.91,39.11,41.0,40.83,3.94,25.5,-72.04,5.45,4572736200.0,3228473733.0,0.0,0.0,31.35,20.43
136,603108,润达医疗,17.94,9.99,1.63,846224.0,1476248900.0,9.56,17.94,16.38,16.39,16.31,3.6,14.02,-49.93,2.62,10829996793.0,10829996793.0,0.0,0.0,18.26,20.0
