序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002277.SZ,友阿股份,2014-02-21,—,—,百货,7.27,361.84,,1.51,0.07,101.36,-44.15,-45.61,-22.8,-14.65
2,002187.SZ,广百股份,2014-02-21,—,—,百货,8.17,120.28,,1.42,0.49,57.26,-159.01,-176.66,-31.6,-29.15
3,600828.SH,茂业商业,2014-02-21,—,—,百货,7.78,362.75,,1.92,,134.75,-72.88,-77.26,-14.2,-19.73
4,000564.SZ,供销大集,2022-01-04,—,—,百货,2.39,,,2.74,,431.59,-37.74,-95.1,-15.39,-18.0
5,600738.SH,丽尚国潮,2021-12-13,—,—,百货,5.55,58.24,52.17,2.07,0.26,42.25,7.85,9.46,-7.54,-9.07
6,000679.SZ,大连友谊,2022-08-01,—,—,百货,7.33,,,13.23,,26.12,-38.12,-30.86,107.52,135.19
7,002561.SZ,徐家汇,2014-02-21,—,—,百货,9.06,891.54,916.52,1.73,0.66,37.67,-5.87,325.65,-16.92,-16.44
8,600814.SH,杭州解百,2014-02-21,—,—,百货,9.8,29.11,36.68,1.95,1.82,72.04,-21.34,-23.48,-3.62,-5.75
9,000715.SZ,中兴商业,2014-02-21,—,—,百货,6.55,35.26,31.17,1.8,1.17,35.4,23.81,25.08,-0.77,-0.3
10,600712.SH,南宁百货,2014-02-21,—,—,百货,6.64,,,4.54,,36.17,-94.84,-653.31,-8.46,-2.32
11,600865.SH,百大集团,2017-07-03,—,—,百货,15.5,43.93,231.52,2.54,1.16,58.32,-81.78,10.64,-6.86,-12.23
12,600693.SH,东百集团,2014-02-21,—,—,百货,17.18,343.64,324.28,4.23,0.47,149.44,3.04,2.4,2.34,0.11
13,601086.SH,国芳集团,2017-10-13,—,—,百货,10.32,118.49,82.44,4.32,0.77,68.73,71.34,-32.73,-4.35,-9.95
14,600280.SH,中央商场,2014-02-21,—,—,百货,3.99,,,7.31,,45.02,-108.99,-191.95,-9.63,-11.96
15,002419.SZ,天虹股份,2017-07-03,—,—,百货,5.84,88.98,326.42,1.67,1.03,68.26,-47.15,-0.05,-1.86,-1.79
16,000882.SZ,华联股份,2021-12-13,—,—,百货,1.98,266.6,,0.8,,54.2,-564.85,-171.83,-15.07,-11.54
17,000501.SZ,武商集团,2017-07-03,—,—,百货,10.37,36.92,36.3,0.73,2.82,79.74,2.98,7.53,-11.64,-12.66
18,600628.SH,新世界,2014-02-21,—,—,百货,8.18,75.56,76.6,1.25,0.49,52.91,-1.46,-2.29,-1.9,-2.28
19,603123.SH,翠微股份,2014-02-21,—,—,百货,13.03,,,5.69,,104.08,17.99,14.94,0.86,-4.12
20,600327.SH,大东方,2023-07-06,—,—,百货,4.69,95.09,,1.31,0.63,41.5,-33.12,-45.33,-4.23,-5.2
21,600857.SH,宁波中百,2018-07-16,—,—,百货,13.79,,81.47,3.47,,30.93,674.25,194.13,-46.03,-41.94
22,600859.SH,王府井,2021-11-03,—,—,百货,14.76,61.77,,0.85,0.54,165.89,-71.02,-72.33,-9.3,-11.17
