序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688796.SH,百奥赛图,2025-12-17,—,—,医疗研发外包,72.83,970.36,130.22,15.35,,325.48,211.59,194.72,59.5,51.27
2,603456.SH,九洲药业,2023-07-06,—,—,医疗研发外包,17.92,26.3,22.05,1.82,2.77,159.39,18.51,10.7,4.92,3.86
3,300363.SZ,博腾股份,2014-02-12,—,—,医疗研发外包,24.02,,,2.49,,130.53,138.71,115.91,19.72,19.88
4,301520.SZ,万邦医药,2023-10-10,—,—,医疗研发外包,44.3,34.53,72.31,1.95,,29.53,-57.44,-51.28,-28.6,-21.57
5,600721.SH,百花医药,2008-01-25,—,—,医疗研发外包,9.16,84.92,70.17,4.44,,35.22,36.41,12.46,2.74,2.95
6,300149.SZ,睿智医药,2010-12-29,—,—,医疗研发外包,10.9,,,4.33,,54.28,111.5,140.35,13.68,14.75
7,688238.SH,和元生物,2023-09-25,—,—,医疗研发外包,6.97,,,3.05,,45.24,14.57,7.74,-1.91,6.01
8,301096.SZ,百诚医药,2021-12-27,—,—,医疗研发外包,49.61,,,2.1,,54.19,-95.68,-97.69,-29.33,-36.7
9,301201.SZ,诚达药业,2022-01-27,—,—,医疗研发外包,37.72,,,2.74,0.52,58.36,-58.47,-49.06,16.95,11.24
10,301333.SZ,诺思格,2022-08-09,—,—,医疗研发外包,76.8,52.9,49.0,3.86,0.21,74.17,13.21,4.45,8.09,0.18
11,301509.SZ,金凯生科,2023-08-10,—,—,医疗研发外包,38.48,120.04,45.11,2.1,1.04,46.35,163.24,123.61,25.96,32.98
12,300347.SZ,泰格医药,2012-08-24,—,—,医疗研发外包,63.7,135.38,89.6,2.59,0.47,548.47,25.45,-22.22,-0.82,-3.21
13,688710.SH,益诺思,2024-09-10,—,—,医疗研发外包,60.75,57.96,41892.11,3.66,0.53,85.65,-111.14,-115.88,-35.33,-38.04
14,688202.SH,美迪西,2023-09-25,—,—,医疗研发外包,65.3,,,4.25,,87.73,76.93,81.63,5.14,3.64
15,688265.SH,南模生物,2023-09-25,—,—,医疗研发外包,45.73,548.88,73.58,2.09,,35.65,276.14,298.69,14.29,10.69
16,002821.SZ,凯莱英,2016-11-25,—,—,医疗研发外包,102.5,38.98,35.61,2.13,1.07,369.9,12.66,23.71,11.82,18.2
17,688131.SH,皓元医药,2023-09-25,—,—,医疗研发外包,71.08,74.79,51.12,5.02,0.32,150.76,65.09,115.55,27.18,24.2
18,300759.SZ,康龙化成,2019-02-11,—,—,医疗研发外包,30.29,31.03,36.8,3.49,0.66,556.51,-19.76,-37.0,14.38,14.93
19,688046.SH,药康生物,2023-09-25,—,—,医疗研发外包,17.29,64.55,49.09,3.18,0.81,70.89,11.9,-7.12,12.92,10.11
20,300404.SZ,博济医药,2015-05-04,—,—,医疗研发外包,10.49,140.61,545.85,3.97,0.11,40.46,-49.36,-48.33,5.07,5.88
21,300683.SZ,海特生物,2024-07-31,—,—,医疗研发外包,32.31,,,1.89,,42.29,-297.78,-72.1,-6.45,-3.36
22,688621.SH,阳光诺和,2023-09-25,—,—,医疗研发外包,65.55,41.38,55.2,6.32,0.24,73.42,-21.38,-12.61,-6.65,4.87
23,300725.SZ,药石科技,2017-11-17,—,—,医疗研发外包,41.1,43.77,47.78,1.34,0.58,96.09,-13.96,-26.54,25.81,23.48
24,301257.SZ,普蕊斯,2022-05-24,—,—,医疗研发外包,69.24,51.4,45.01,4.39,0.24,54.7,20.92,-1.4,2.59,-1.08
25,688073.SH,毕得医药,2023-09-25,—,—,医疗研发外包,61.58,47.66,36.51,2.79,1.39,55.97,42.79,41.6,20.67,17.91
26,301230.SZ,泓博医药,2022-11-08,—,—,医疗研发外包,46.88,383.06,178.85,6.53,1.05,65.44,127.96,54.99,31.43,32.73
27,603127.SH,昭衍新药,2017-09-01,—,—,医疗研发外包,37.46,378.95,124.71,3.46,0.08,280.71,214.79,135.9,-26.23,-21.28
28,603259.SH,药明康德,2018-05-15,—,—,医疗研发外包,97.11,30.66,19.33,4.08,1.75,2897.53,84.84,101.92,18.61,20.64
29,688222.SH,成都先导,2023-09-25,—,—,医疗研发外包,30.24,235.93,106.18,8.24,0.2,121.17,208.34,390.72,23.98,16.58
