序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688366.SH,昊海生科,2023-09-25,—,—,医疗耗材,47.44,26.01,28.47,1.98,2.08,109.38,-10.63,-10.29,-8.47,-7.12
2,002382.SZ,蓝帆医疗,2010-04-12,—,—,医疗耗材,5.9,,,0.77,,59.42,-30.09,15.88,-10.15,-7.49
3,688314.SH,康拓医疗,2023-09-25,—,—,医疗耗材,38.62,35.49,35.49,4.67,0.98,31.37,0.0,12.72,4.57,11.07
4,688016.SH,心脉医疗,2023-09-25,—,—,医疗耗材,99.25,24.37,32.38,3.22,1.63,122.34,-22.46,-22.03,4.66,-9.24
5,002901.SZ,大博医疗,2017-09-29,—,—,医疗耗材,50.14,58.18,38.33,6.22,0.98,207.59,77.03,76.69,22.69,25.55
6,603880.SH,南卫股份,2017-08-14,—,—,医疗耗材,6.56,,,7.45,,18.96,-87.25,-1363.32,-1.7,1.39
7,300238.SZ,冠昊生物,2011-07-13,—,—,医疗耗材,15.55,150.39,156.78,7.21,,41.23,-4.02,1.27,5.52,5.89
8,688026.SH,洁特生物,2023-09-25,—,—,医疗耗材,18.33,35.64,32.44,2.32,0.39,25.73,14.22,54.46,1.88,13.5
9,300003.SZ,乐普医疗,2009-11-06,—,—,医疗耗材,17.9,133.62,77.4,2.17,1.66,329.97,22.35,-0.91,3.2,-0.43
10,688613.SH,奥精医疗,2023-09-25,—,—,医疗耗材,22.19,,,2.12,,30.4,185.19,-13.52,5.22,-0.2
11,688581.SH,安杰思,2023-09-25,—,—,医疗耗材,61.4,16.98,18.25,2.0,2.23,49.81,-10.35,1.26,7.51,14.56
12,688151.SH,华强科技,2023-09-25,—,—,医疗耗材,21.6,330.31,,1.78,0.2,74.41,-83.92,-84.49,-22.36,-25.98
13,300595.SZ,欧普康视,2017-01-24,—,—,医疗耗材,15.96,24.97,29.06,2.93,1.76,142.89,-15.41,-22.93,0.13,-1.42
14,301370.SZ,国科恒泰,2023-07-19,—,—,医疗耗材,11.56,41.63,55.37,2.17,0.72,54.4,-32.49,-17.2,-2.3,0.54
15,688029.SH,南微医学,2023-09-25,—,—,医疗耗材,81.0,27.5,24.89,3.74,1.84,152.16,12.9,17.04,18.29,17.36
16,603718.SH,海利生物,2026-02-03,—,—,医疗耗材,5.22,19.88,19.86,2.24,1.51,34.03,0.77,20.56,-14.15,2.02
17,301234.SZ,五洲医疗,2022-07-12,—,—,医疗耗材,41.07,69.87,115.67,3.67,0.73,27.93,-46.09,-51.69,0.82,2.26
18,688161.SH,威高骨科,2023-09-25,—,—,医疗耗材,29.96,53.56,44.91,2.97,0.9,119.84,26.24,52.43,2.12,-1.28
19,300677.SZ,英科医疗,2017-07-28,—,—,医疗耗材,40.94,18.3,15.76,1.48,0.36,268.22,34.47,21.02,4.6,8.9
20,301188.SZ,力诺药包,2024-11-19,—,—,医疗耗材,18.27,66.11,93.97,2.88,0.52,43.68,-27.8,-20.12,-13.22,-11.07
21,603301.SH,振德医疗,2018-04-19,—,—,医疗耗材,69.95,48.28,66.2,3.27,0.93,185.95,-33.91,-20.7,1.88,2.83
22,688198.SH,佰仁医疗,2023-09-25,—,—,医疗耗材,106.46,100.22,81.32,11.77,0.75,146.65,57.93,102.9,30.58,30.07
23,301033.SZ,迈普医学,2021-08-02,—,—,医疗耗材,71.1,60.46,46.78,6.26,0.83,47.67,43.65,46.03,30.53,29.28
24,688085.SH,三友医疗,2023-09-25,—,—,医疗耗材,21.18,615.83,108.86,3.4,0.02,70.63,623.19,2083.64,17.65,17.77
25,688108.SH,赛诺医疗,2023-09-25,—,—,医疗耗材,22.58,6300.84,281.45,10.41,,94.37,293.46,296.54,14.24,12.53
26,603309.SH,维力医疗,2015-03-09,—,—,医疗耗材,14.57,19.38,17.41,2.27,4.82,42.53,14.94,14.17,12.33,10.19
27,688236.SH,春立医疗,2023-09-25,—,—,医疗耗材,23.13,70.98,34.74,3.05,1.11,88.72,213.21,44.85,48.75,28.27
28,603976.SH,正川股份,2017-08-29,—,—,医疗耗材,20.91,59.38,179.16,2.68,1.18,31.62,-68.54,-68.26,-24.92,-29.75
29,300326.SZ,ST凯利,2012-06-20,—,—,医疗耗材,6.13,,,1.58,,43.95,27.09,44.88,5.03,14.75
30,301122.SZ,采纳股份,2022-02-09,—,—,医疗耗材,29.68,68.34,932.32,2.03,0.84,36.28,-85.64,-71.78,-15.86,-18.54
31,300653.SZ,正海生物,2017-05-23,—,—,医疗耗材,20.76,27.75,48.54,4.27,2.19,37.37,-46.1,-45.97,-5.36,-5.14
32,300529.SZ,健帆生物,2016-08-09,—,—,医疗耗材,20.66,20.12,34.25,4.98,3.75,164.99,-42.75,-29.46,-29.13,-24.15
33,688351.SH,微电生理,2023-09-25,—,—,医疗耗材,23.49,212.3,211.51,6.17,,110.54,0.46,92.02,15.65,12.8
