序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,601607.SH,上海医药,1999-12-30,—,—,医药流通,17.31,14.1,11.37,0.85,2.37,641.92,26.96,51.56,2.6,1.56
2,603108.SH,润达医疗,2022-08-01,—,—,医药流通,16.05,175.27,,2.35,0.19,96.89,-422.64,-232.14,-14.7,-16.08
3,002462.SZ,嘉事堂,2010-08-25,—,—,医药流通,16.28,29.56,66.86,1.07,1.04,47.49,-38.81,-36.24,-21.8,-24.45
4,600511.SH,国药股份,2002-12-04,—,—,医药流通,29.13,10.99,10.93,1.22,2.75,219.79,0.74,-5.19,3.56,3.54
5,603716.SH,塞力医疗,2016-11-07,—,—,医药流通,22.6,,,4.49,,47.51,-55.72,-1075.89,-39.64,-40.2
6,000411.SZ,英特集团,1999-12-30,—,—,医药流通,12.25,13.17,14.04,1.36,2.89,69.21,-9.15,-3.45,0.75,0.11
7,000950.SZ,重药控股,2018-08-29,—,—,医药流通,6.0,36.64,27.67,0.9,1.0,103.69,31.41,18.55,4.22,3.54
8,600272.SH,开开实业,2001-03-07,—,—,医药流通,13.88,104.16,274.88,4.69,0.28,36.46,-62.81,-61.94,10.76,10.95
9,603122.SH,合富中国,2022-02-23,—,—,医药流通,19.69,284.32,,7.09,0.66,78.38,-146.65,-132.58,-22.8,-23.53
10,000078.SZ,海王生物,1999-12-30,—,—,医药流通,3.69,,,5.33,,97.09,-44.39,-30.23,-12.38,-13.95
11,301126.SZ,达嘉维康,2021-12-14,—,—,医药流通,12.36,95.53,,1.46,0.84,25.39,-86.02,-97.19,3.69,4.16
12,000705.SZ,浙江震元,1999-12-30,—,—,医药流通,9.49,91.3,67.15,1.57,0.63,31.71,28.67,29.27,-37.59,-34.49
13,600829.SH,人民同泰,1999-12-30,—,—,医药流通,11.37,30.92,55.34,2.2,,65.93,-45.69,-46.31,2.19,3.29
14,301015.SZ,百洋医药,2021-07-07,—,—,医药流通,23.93,18.19,23.87,5.28,3.18,125.78,-25.67,-59.48,-8.41,-6.02
15,301584.SZ,建发致新,2025-10-10,—,—,医药流通,29.35,54.16,41.26,5.95,,123.65,45.01,42.34,10.18,12.19
16,600538.SH,国发股份,2003-01-21,—,—,医药流通,7.4,,,5.03,,38.79,81.56,63.74,-9.26,-13.02
17,000028.SZ,国药一致,1999-12-30,—,—,医药流通,26.49,22.95,27.61,0.8,1.38,147.43,-10.18,-10.43,-2.38,-2.62
18,002589.SZ,瑞康医药,2011-06-17,—,—,医药流通,3.35,244.44,,0.94,0.12,50.41,-63.05,-32.35,-10.73,-12.11
19,600998.SH,九州通,2010-11-09,—,—,医药流通,5.27,10.6,9.54,1.0,3.75,265.74,16.46,19.7,5.2,5.1
20,600056.SH,中国医药,1999-12-30,—,—,医药流通,10.83,30.25,29.83,1.37,0.97,162.0,-4.64,-16.19,-3.42,-6.71
21,600713.SH,南京医药,1999-12-30,—,—,医药流通,5.53,12.69,13.64,1.04,3.07,72.38,-9.03,-6.44,0.48,2.7
22,603368.SH,柳药集团,2014-12-11,—,—,医药流通,18.15,8.43,9.19,0.94,4.14,72.09,-9.8,-7.52,-1.47,-3.21
23,300937.SZ,药易购,2021-02-03,—,—,医药流通,33.42,195.45,,3.84,0.3,31.97,-159.98,-162.95,0.21,-3.06
24,002788.SZ,鹭燕医药,2016-02-25,—,—,医药流通,16.98,19.09,21.42,2.04,2.06,65.97,-14.64,-18.83,2.87,0.91
