序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600362.SH,江西铜业,2014-02-21,—,—,铜,55.86,27.78,24.17,2.41,1.96,1934.28,20.85,15.42,0.98,-4.94
2,600490.SH,鹏欣资源,2014-02-21,—,—,铜,8.53,,74.22,2.97,,188.76,299.98,396.4,26.83,100.21
3,601609.SH,金田股份,2020-04-29,—,—,铜,11.1,41.53,25.16,1.93,0.83,191.88,104.37,203.86,-0.09,2.46
4,603993.SH,洛阳钼业,2024-11-19,—,—,铜,22.17,35.05,24.28,6.11,1.15,4743.12,72.61,60.07,-5.99,-7.83
5,601168.SH,西部矿业,2021-12-13,—,—,铜,31.83,25.87,24.12,4.29,3.14,758.51,7.8,15.35,31.9,26.59
6,000630.SZ,铜陵有色,2014-02-21,—,—,铜,7.19,34.33,52.14,2.72,2.02,964.14,-35.14,-33.94,14.66,6.39
7,601212.SH,白银有色,2023-07-06,—,—,铜,10.22,936.69,427.84,4.91,0.04,756.77,30.9,-1859.82,5.21,-15.28
8,603527.SH,众源新材,2017-09-14,—,—,铜,10.55,26.27,24.64,1.62,1.52,33.44,9.19,46.18,16.29,18.65
9,002171.SZ,楚江新材,2014-02-21,—,—,铜,12.61,89.04,35.98,2.36,,204.65,2089.49,48.83,13.29,16.05
10,300697.SZ,电工合金,2017-09-14,—,—,铜,17.46,57.8,45.49,6.16,0.79,75.54,38.45,23.31,25.11,16.31
11,002203.SZ,海亮股份,2014-02-21,—,—,铜,13.23,43.11,40.48,1.83,1.87,303.2,5.21,15.03,-4.52,1.17
12,000878.SZ,云南铜业,2014-02-21,—,—,铜,23.0,41.1,40.17,2.95,0.93,519.75,1.91,24.32,6.73,4.27
13,601899.SH,紫金矿业,2021-12-13,—,—,铜,37.45,31.07,21.86,5.93,1.33,9957.86,55.45,54.41,10.33,11.5
14,002295.SZ,精艺股份,2014-02-21,—,—,铜,11.62,105.11,239.17,2.15,0.31,29.12,-52.43,-42.95,32.77,38.8
15,603979.SH,金诚信,2023-10-18,—,—,铜,71.37,28.11,19.84,4.27,0.63,445.2,60.37,81.29,42.5,47.82
16,000737.SZ,北方铜业,2022-08-01,—,—,铜,16.5,51.28,41.6,4.72,0.67,314.28,26.07,5.85,9.56,2.81
